Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Price / International,Compare-at price,Compare-at price / International,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Beard Glitter (April Fools) - <div class='small'>This is not a real product!</div>,beard-glitter-april-fools-div-classsmallthis-is-not-a-real-productdiv,<h3>Description</h3><p>Looking for the formula to make your beard more fierce and fabulous. Search no further. All new Texas Beard Company Beard Glitter represents the finest product in the entire Beard Glitter industry. &nbsp;Get yours and get your Glamour on today!</p>,Texas Beard Company,All Products > Beard Care,Beard Care,"All Products,Beard Care",false,draft,glitta,,Title,Default,,,,,499.99,,,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/kMR1Uk-cfiyMWNN9drtUx-XBq2uGDqNZVkPPDqa4rw8.jpg,1,Beard Glitter (April Fools) - <div class='small'>This is not a real product!</div>,,false,Beard Glitter (April Fools) - <div class='small'>This is not a real product!</div>,Looking for the formula to make your beard more fierce and fabulous. Search no further. All new Texas Beard Company Beard Glitter represents the finest product in the entire Beard Glitter industry. &nbsp;Get yours and get your Glamour on today!,,,,glitta,,,new,,,,,,
Big Thicket Beard Balm,big-thicket-beard-balm,"<h3>Description</h3><p>Big Thicket is scented with a subtle blend of Cedarwood and Pine Needle essential oils to smell just like the famous Texas forest. It has been said to bring back memories of&nbsp;<a href=""http://ratemybeard.net/?p=5130"" target=""_blank"">childhood Christmas as well as Nordig ""gl̦gg""</a>.</p><p>Texas Beard Company Beard Balm is has similar properties and benefits to our&nbsp;<a href=""/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p><p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p><p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.&nbsp;</p><p>Comes in a 2oz tin.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Balm Blend</p><ul><li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Cedarwood Oil</li><li>Pine Needle Oil</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,Scents,Big Thicket,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,balm-bt,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Big-Thicket-Beard-Balm/beard-balm-big-thicket.jpg,1,Big Thicket Beard Balm,,false,Big Thicket Beard Balm,"Big Thicket is scented with a subtle blend of Cedarwood and Pine Needle essential oils to smell just like the famous Texas forest. It has been said to bring back memories of&nbsp;childhood Christmas as well as Nordig ""gl̦gg"".Texas Beard Company Bear",,,,balm-bt,,,new,,,,,,
Beard Brush - Firm,beard-brush-firm,"<h3>Description</h3><p>	This military style Beard Brush is made with a hard wood handle and Natural firm Boar Bristles.</p><p>	This brush is great for evenly distributing <a href=""/beard-oil"">Texas Beard Co. Beard Oil.</a> The soft bristles won't damage your beard.</p><p><strong>NOTE: Beard Oil not included.</strong></p><p><strong>Dimensions: </strong>about<strong>&nbsp;</strong>5"" x 2.5""</p><p>Made by Brush Strokes</p><p><span style=""font-size: 10px;"">*not made in Texas</span></p>",Brush Strokes,All Products > Beard Grooming > Combs and Brushes,Combs and Brushes,"All Products,Beard Grooming,Combs and Brushes",false,draft,beard-brush-firm,,Title,Default,,,,,9.99,,,,0.00,true,,shopify,0,deny,4,g,true,manual,/Shared/Images/Product/Beard-Brush-Firm/beard-brush.jpg,1,Beard Brush - Firm,,false,Beard Brush - Firm,	This military style Beard Brush is made with a hard wood handle and Natural firm Boar Bristles.	This brush is great for evenly distributing Texas Beard Co. Beard Oil. The soft bristles won't damage your beard.NOTE: Beard Oil not included.Dimensi,,,,beard-brush-firm,,,new,,,,,,
Beard Oil + Balm Combo,beard-oil-balm-combo,<h3>Description</h3><p>Can't decide between our Beard Oil or our Beard Balm? Get both!</p><p>This combo back includes a 1oz bottle of Beard Oil and a 2oz tin of Beard Balm.</p>,Texas Beard Company,All Products > Beard Care,Beard Care,"All Products,Beard Care,All Products,Beard Kits and Gifts,All Products,Beard Care,Beard Oil & Balm,All Products,Beard Care,Beard Oil & Balm,Packs and Combos",true,active,oil-balm-combo,,Title,Default,,,,,29.99,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Beard-Oil-Balm-Combo/oil-balm-combo-dropper.jpg,1,Beard Oil + Balm Combo,,false,Beard Oil + Balm Combo,Can't decide between our Beard Oil or our Beard Balm? Get both!This combo back includes a 1oz bottle of Beard Oil and a 2oz tin of Beard Balm.,,,,oil-balm-combo,,,new,,,,,,
Texas Beard Co. Trucker Hat,texas-beard-co-trucker-hat,"<h3>Description</h3><p>Look stylish with or without a beard with a Texas Beard Company ""Trucker Hat"".</p><p>This hat has a black foam front and bill with a white mesh back.&nbsp;</p><p>These hats were made for us by a small local print shop - Piney Wood Studios, Lumberton, TX</p><p>Details:</p><ul>

<li>Cobra brand</li><li>5-Panel, 3 3/4"" Structured Crown</li><li>Polyester Foam Front</li><li>Mesh Back</li><li><strong>NO BRAID</strong></li><li>Snap Closure</li></ul>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,hat-trucker,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,14,g,true,manual,/Shared/Images/Product/Texas-Beard-Co-Trucker-Hat/texas-beard-trucker-hat.jpg,1,Texas Beard Co. Trucker Hat,,false,Texas Beard Co. Trucker Hat,"Look stylish with or without a beard with a Texas Beard Company ""Trucker Hat"".This hat has a black foam front and bill with a white mesh back.&nbsp;These hats were made for us by a small local print shop - Piney Wood Studios, Lumberton, TXDetails:

Cobra brand5-Panel, 3 3/4""",,,,hat-trucker,,,new,,,,,,
Glorious Beard Shirt,glorious-beard-shirt,"<h3>Description</h3>Show your love for truly glorious beards and Texas Beard Company with our new ""Glorious Beard Shirt"".",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Beard Kits and Gifts",true,active,GBShirtGray,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Glorious-Beard-Shirt/glorious-beard-shirt.jpg,1,Glorious Beard Shirt,,false,Glorious Beard Shirt,"Show your love for truly glorious beards and Texas Beard Company with our new ""Glorious Beard Shirt"".",,,,GBShirtGray,,,new,,,,,,
Mustache Scissors,mustache-scissors,"<h3>Description</h3><p>Keep your Mustache under control with these mustache scissors.&nbsp;</p><p>They are slightly smaller than our&nbsp;<a href=""/store/p/33-Beard-Trimming-Scissors.html"">Beard Trimming Scissors.</a></p><p>These scissors are made of tempered hypoallergenic stainless steel.</p><p>They feature curved safety tips so you can also use them for nose/ear/whatever else kind of hairs.</p>",Texas Beard Company,All Products > Beard Grooming > Scissors,Scissors,"All Products,Beard Grooming,Scissors",true,active,stache-scissors,,Title,Default,,,,,9.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Mustache-Scissors/mustache-scissors.jpg,1,Mustache Scissors,,false,Mustache Scissors,Keep your Mustache under control with these mustache scissors.&nbsp;They are slightly smaller than our&nbsp;Beard Trimming Scissors.These scissors are made of tempered hypoallergenic stainless steel.They feature curved safety tips so you can,,,,stache-scissors,,,new,,,,,,
Big Beard Comb,big-beard-comb,"<h3>Description</h3><p>These are handmade full(man) sized beard combs.</p>
<p>This is the new version of our Big Beard Comb, It has a thicker body which we've found to help glide through you beard easier and with less snagging.</p>
<p>Make no mistake, this is a big comb with long teeth. It measures in at approx. 3""x3""&nbsp; and about&nbsp;1/2"" thick.</p>
<p>Each comb is individually cut&nbsp;with a Maple body with a Walnut handle, then fine sanded/filed smooth by hand, and finally friction-polished with a beeswax/mineral oil blend&nbsp;in order to be ultra smooth on your face and beard.</p>
<p>These beard combs are handmade by a North Carolina woodworker Matt Bell.</p>
<p>Because of natural variations in wood, the comb you receive may differ slightly from the pictures.</p><hr><h3>Ingredients</h3><ul><li>Walnut Wood</li><li>Maple Wood</li><li>Lots and Lots of Patience</li><li>Blood, Sweat, Tears</li><li>Beeswax/Mineral oil</li></ul>",,All Products > Beard Grooming > Combs and Brushes,Combs and Brushes,"All Products,Beard Grooming,Combs and Brushes",true,active,beard-comb,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,3,g,true,manual,/Shared/Images/Product/Big-Beard-Comb/beard-comb-1.png,1,Big Beard Comb,,false,Big Beard Comb,"These are handmade full(man) sized beard combs.
This is the new version of our Big Beard Comb, It has a thicker body which we've found to help glide through you beard easier and with less snagging.
Make no mistake, this is a big comb with long teeth. It measures in at approx. 3""x3""&nbsp; and about&nb",,,,beard-comb,,,new,,,,,,
Game Day Shirt - Orange,game-day-shirt-orange,"<h3>Description</h3><p>Show your pride for your favorite beard company (that's us obviously), while sporting your favorite team color.&nbsp;</p><p>Hand printed Texas Beard Company logo on Texas Orange 100% cotton T-shirt.&nbsp;</p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,game-day-orange,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Game-Day-Shirt-Orange/TShirtBeard_Orange.jpg,1,Game Day Shirt - Orange,,false,Game Day Shirt - Orange,"Show your pride for your favorite beard company (that's us obviously), while sporting your favorite team color.&nbsp;Hand printed Texas Beard Company logo on Texas Orange 100% cotton T-shirt.&nbsp;",,,,game-day-orange,,,new,,,,,,
Game Day Shirt - Maroon,game-day-shirt-maroon,"<h3>Description</h3><p>Show your pride for your favorite beard company (that's us obviously), while sporting your favorite team color.&nbsp;</p><p>Hand printed Texas Beard Company logo on Texas Orange 100% cotton T-shirt.&nbsp;</p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,game-day-maroon,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Game-Day-Shirt-Maroon/TShirtBeard_Maroon.jpg,1,Game Day Shirt - Maroon,,false,Game Day Shirt - Maroon,"Show your pride for your favorite beard company (that's us obviously), while sporting your favorite team color.&nbsp;Hand printed Texas Beard Company logo on Texas Orange 100% cotton T-shirt.&nbsp;",,,,game-day-maroon,,,new,,,,,,
Texas Beard Company Iron-on Patch,texas-beard-company-iron-on-patch,"<h3>Description</h3><p data-children-count=""0"">
	Heavy-duty iron-on patch. Stick it on your bag, jacket, backpack, vest, or whatever.</p>
<p data-children-count=""0"">
	Size: Approximately 3"" x 2.5""</p>
<p data-children-count=""0""><strong>Quantity Discounts:</strong></p>
<p data-children-count=""0"">Order 5 or more: $2.99/each</p><hr><h3>Ingredients</h3><p data-children-count=""0""><strong style=""font-size: 1em; background-color: initial;"">Instructions</strong></p>
<ol data-children-count=""0"">
<li>Line the patch up where you want it.</li><li>Set Iron on cotton setting with no steam/water</li><li>Iron on a hard surface for about 30-60 seconds with slight pressure. Try not to move iron side-to-side.</li><li>Let cool for a little bit and see if it's stuck good.</li><li>Iron the other side for about 20-30 seconds.</li><li>Look awesome!</li></ol><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,patch,,Title,Default,,,,,3.99,,,,0.00,true,,shopify,0,deny,1,g,true,manual,/Shared/Images/Product/Texas-Beard-Company-Iron-on-Patch/texas-beard-patches.jpg,1,Texas Beard Company Iron-on Patch,,false,Texas Beard Company Iron-on Patch,"
	Heavy-duty iron-on patch. Stick it on your bag, jacket, backpack, vest, or whatever.

	Size: Approximately 3"" x 2.5""
Quantity Discounts:
Order 5 or more: $2.99/each",,,,patch,,,new,,,,,,
Texas Beard Co. Beanie,texas-beard-co-beanie,"<h3>Description</h3><p>You've grown your beard to keep your face warm. Now keep your skull warm and&nbsp;show your beard pride&nbsp;this winter with Texas Beard Company's super warm, extra soft logo beanie.&nbsp;</p><p>
	One size fits all.&nbsp;<br><strong>Literally.</strong> It will fit you exactly the way it was made to fit you.</p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,beanie,,Title,Default,,,,,16.99,,,,0.00,true,,shopify,0,deny,4,g,true,manual,/Shared/Images/Product/Texas-Beard-Co-Beanie/texas-beard-beanie.jpg,1,Texas Beard Co. Beanie,,false,Texas Beard Co. Beanie,"You've grown your beard to keep your face warm. Now keep your skull warm and&nbsp;show your beard pride&nbsp;this winter with Texas Beard Company's super warm, extra soft logo beanie.&nbsp;
	One size fits all.&nbsp;Literally. It will fit you exactly the way it was made to fit you.",,,,beanie,,,new,,,,,,
Texas Beard Company Hoodie,texas-beard-company-hoodie,<h3>Description</h3><p>Stay warm this winter with a Texas Beard Company hoodie.&nbsp;</p><p>Extra soft inside and super warm.</p><p>Features a large logo on front and holds up to one bearded person.</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,SP Shirts",false,draft,dtg-hoodie-hoodie,,Title,Default,,,,,34.99,,,,0.00,true,,shopify,0,deny,29,g,true,manual,/Shared/Images/Product/Texas-Beard-Company-Hoodie/texas-beard-hoodie-1.png,1,Texas Beard Company Hoodie,,false,Texas Beard Company Hoodie,Stay warm this winter with a Texas Beard Company hoodie.&nbsp;Extra soft inside and super warm.Features a large logo on front and holds up to one bearded person.,,,,hoodie,,,new,,,,,,
Pumpkin Spice Beard Balm (Limited Edition),pumpkin-spice-beard-balm-limited-edition,"<h3>Description</h3><p>Hey men, now you can finally enjoy the pumpkin spice scent without having to pour a latte on your beard! No yoga pants or Uggs required here.</p><p>Texas Beard Company Beard Balm is has similar properties and benefits to our&nbsp;<a href=""/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p><p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p><p>Unlike other balms on the market, our balm is not thick and hard like a wax. Our balm is whipped which gives it a smooth creamy consistency.&nbsp;This is much more labor intensive and time consuming, but it's worth it to have a better product.</p><p>Comes in a 2oz tin.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Balm Blend</p><ul><li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Cinnamon</li><li>Vanilla</li><li>Coffee Bean</li><li>Nutmeg</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Seasonal Scents,Scents,Pumpkin Spice,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,balm-pump,,Title,Default,,,,,19.99,,21.99,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Pumpkin-Spice-Beard-Balm-Limited-Edition/pumpkin-spice-beard-balm.jpg,1,Pumpkin Spice Beard Balm (Limited Edition),,false,Pumpkin Spice Beard Balm (Limited Edition),"Hey men, now you can finally enjoy the pumpkin spice scent without having to pour a latte on your beard! No yoga pants or Uggs required here.Texas Beard Company Beard Balm is has similar properties and benefits to our&nbsp;all natural beard oils. It will help keep your hair healthy, s",,,,balm-pump,,,new,,,,,,
"The Soft Goat - Scruff, Stubble, Beard and Goatee Softener",the-soft-goat-scruff-stubble-beard-and-goatee-softener,"<h3>Description</h3><p>The Soft Goat is a hypoallergenic pad that softens the sharp edges that trimming and shaving leave behind and leaves a man's face soft and kissable until his next shave.&nbsp;</p><p>Finally, men are able to define their personal style with facial hair AND keep their loved ones happy.&nbsp;</p><p>The Soft Goat is specifically for men who keep the ""5 o'clock shadow"" look, goatees, or even short beards.</p><p><strong>NOT SUITED FOR BIG BEARDS!</strong></p><p>Each box contains 3 Soft Goat pads.</p>",The Soft Goat,All Products > Beard Grooming,Beard Grooming,"All Products,Beard Grooming",false,draft,soft-goat,,Title,Default,,,,,11.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/The-Soft-Goat-Scruff-Stubble-Beard-and-Goatee-Softener/soft-goat.jpg,1,"The Soft Goat - Scruff, Stubble, Beard and Goatee Softener",,false,"The Soft Goat - Scruff, Stubble, Beard and Goatee Softener","The Soft Goat is a hypoallergenic pad that softens the sharp edges that trimming and shaving leave behind and leaves a man's face soft and kissable until his next shave.&nbsp;Finally, men are able to define their personal style with facial hair AND keep their loved ones happy.&nbsp;The Soft Goat is spe",,,,soft-goat,,,new,,,,,,
